id,name,minutes,tags,n_steps,steps,ingredients,n_ingredients,user_id,rating,review,rating_category,calories,total fat (PDV),sugar (PDV),sodium (PDV),protein (PDV),saturated fat (PDV),carbohydrates (PDV),calorie_status,price
50115,all chocolate blackout cake from ebinger s,75,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'desserts', 'american', 'oven', 'dinner-party', 'heirloom-historical', 'holiday-event', 'kid-friendly', 'kosher', 'cakes', 'chocolate', 'dietary', 'christmas', 'hanukkah', 'comfort-food', 'rosh-hashana', 'valentines-day', 'taste-mood', 'equipment', '4-hours-or-less']",47,"['preheat the oven to 375 degrees f', 'butter and lightly flour two 8-inch round cake pans', 'make the cake: place the cocoa in a small bowl and whisk in the boiling water to form a paste', 'combine the chocolate and milk in a small saucepan over medium heat', 'stir frequently until the chocolate melts , about 3 minutes', 'remove from heat', 'whisk a small amount of the hot chocolate milk into the cocoa paste to warm it', 'whisk the cocoa mixture into the milk mixture', 'return the pan to medium heat an stir for 1 minute', 'remove and set aside to cool until tepid', 'in the bowl of a mixer , cream the butter and sugar together', 'beat in the egg yolks , one at a time , and add the vanilla', 'slowly stir in the chocolate mixture', 'combine the flour , baking powder , baking soda and salt', 'using a spatula or a wooden spoon , slowly add the flour mixture to the chocolate mixture', 'fold until just mixed', 'in another bowl , whisk the egg whites until soft peaks form', 'using a rubber spatula , gently fold the egg whites into the batter', 'divide the batter between the prepared pans', 'bake until a toothpick inserted in the center of a cakes comes out clean , about 45 minutes', 'cool the cakes in the pans on a rack for 15 minutes', 'gently remove the cakes from the pans and continue to cool', 'while the cake is baking , make the filling: combine the cocoa and boiling water in a small saucepan over low heat', 'stir in the sugar and chocolate', 'add the dissolved cornstarch paste and salt to the pan and bring to a boil , stirring constantly', 'boil for 1 minute', 'remove the pan from the heat and whisk in the vanilla and butter', 'transfer the mixture to a bowl , cover , and refrigerate until cool', 'make the frosting: melt the chocolate in a double boiler over hot , not simmering , water , stirring until smooth', 'remove the top of the double boiler from the heat and whisk in the butter , 1 tablespoon at a time', 'return the top to the hat , if necessary , to melt the butter', 'whisk in the hot water all at once and whisk until smooth', 'whisk in the corn syrup and vanilla', 'cover and refrigerate for up to 15 minutes prior to using', 'assemble the cake: use a sharp serrated knife to slice each cake layer horizontally in half to form 4 layers', 'set 1 layer aside', 'place 1 layer on a cake round or plate', 'generously swath the layer with 1 / 3 of the filling', 'add the second layer and repeat', 'set the third layer on top', 'quickly apply a layer of frosting to the top and the sides of the cake', 'refrigerate for 10 minutes', 'meanwhile , crumble the remaining cake layer', 'apply the remaining frosting to the cake', 'sprinkle it liberally with the cake crumbs', 'serve the cake within 24 hours , store in a cool place', 'for those who desire a less syrupy consistency , they can stir in an additional 1 to 2 tablespoons of cornstarch']","['cocoa powder', 'boiling water', 'unsweetened chocolate', 'milk', 'sweet butter', 'sugar', 'eggs', 'vanilla extract', 'flour', 'baking powder', 'baking soda', 'salt', 'bittersweet chocolate', 'cornstarch', 'water', 'semisweet chocolate', 'hot water', 'light corn syrup']",18,46545,5,"Everyone who loves chocolate has got to try this one!!!  This is so chocolatey and delicious!  The little bit of extra time it takes to make this  is definitley worth it!  The frosting is especially good.  Made this exactly as stated except had to unexpectedly run out after the frosting was made, so I had it in the frig a lot longer than 15 minutes.  When I got back it had hardened, so I microwaved it just long enough to soften to frosting consistency.  I also used the 2 extra T.'s of cornstarch for the filling to make it more pudding-like.   ",tasty,889.6,91,231,21,24,182,31,High Calory,23
50331,crock pot chocolate mud cake,135,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'desserts', 'cakes', 'chocolate', 'crock-pot-slow-cooker', 'dietary', 'equipment', '4-hours-or-less']",12,"['coat the inside of a 2 quart to 5 quart slow cooker or crock pot with cooking spray', 'whisk together the flour and baking powder in a medium bowl and set aside', 'in a large bowl , melt the butter and chocolate in the microwave or over a pan of simmering water and mix well', 'whisk in the 2 / 3 cup of sugar , 3 tablespoons of cocoa , vanilla , salt , milk , and egg yolk', 'add the flour mixture and stir until thoroughly mixed', 'pour the batter into the slow cooker and spread it evenly', 'in a medium bowl , whisk together the remaining sugar , cocoa and hot water until the sugar is dissolved', 'pour the mixture over the batter in the slow cooker', 'cover and cook on high for 1 to 2 hours , depending on size of the crock pot', 'even when done , the cake will be very moist and floating on a layer of molten chocolate , but you will know it is ready when nearly all of the cake is set and the edges begin to pull away from the sides of the pot', 'when it is done , turn off the power and remove the lid', 'let it cool for 25 minutes , then serve it in bowls topped with whipped cream or ice cream']","['flour', 'baking powder', 'butter', 'semisweet chocolate', 'sugar', 'dutch-processed cocoa powder', 'vanilla extract', 'salt', 'milk', 'egg yolk', 'brown sugar', 'hot water', 'whipped cream']",13,55205,5,"I made this for my husband and kids for Valentine's Day. I was nervous because I has never tried the recipe before, but it was AWESOME. I am a chocholic, but I doubt I will have any chocolate cravings for at least a month. I served the cake with coffee ice cream on top and poured some of the sauce over the whole thing. My two year old proclaimed me the bestest cook, so thanks for the recipe. I did omit the egg, (my son has an egg allergy) and I read the recipe wrong and did not add the brown sugar at the end, just the remaining granulated sugar. Regardless, they have already begged me to make it again. While I did not have much left to put away, it did taste good reheated too!",tasty,442.4,29,182,14,11,58,23,Low Calory,24
50349,taqueria victoria s banana cake,65,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'desserts', 'fruit', 'american', 'southwestern-united-states', 'oven', 'easy', 'potluck', 'kid-friendly', 'picnic', 'cakes', 'dietary', 'low-sodium', 'comfort-food', 'low-in-something', 'taste-mood', 'to-go', 'equipment', '4-hours-or-less']",9,"['preheat oven to 350', 'grease and flour a 10-inch bundt pan', 'set aside', 'place sugar in a large mixing bowl , in the order listed , stir in eggs , butter , baking soda , sour cream and bananas', 'add and stir in flour 1 cup at a time until just mixed', 'spoon batter into the prepared pan and bake 45 minutes or until a toothpick inserted near the center comes out clean', 'cool cake in pan for 30 minutes on a wire rack', 'remove from pan and cool completely', 'sprinkle cake with powdered sugar , if desired']","['sugar', 'eggs', 'butter', 'baking soda', 'sour cream', 'bananas', 'all-purpose flour', 'powdered sugar']",8,72126,5,"Best banana cake I've ever tasted! All the family LOVED it and asked for the recipe. The cake was dense and not overly sweet.  I drizzled some icing that was quickly mixed together over the cake which was a nice complement.  The icing consisted  of 1/4 C butter, 8 oz cream cheese, 2/3 C brown sugar, 1 tsp vanilla and 1/8 tsp salt. Can't wait to make this again and again.    ",tasty,652.1,39,264,12,15,76,33,High Calory,41
50467,ihop pancakes  copycat,20,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'pancakes-and-waffles', 'breakfast', 'kid-friendly', 'stove-top', 'dietary', 'copycat', 'novelty', 'equipment']",4,"['preheat a skillet over medium heat', 'put all ingredients in a bowl and combine until smooth', 'pour the batter by spoonfuls into the hot pan , forming 5-inch circles', 'when the edges appear to harden , flip the pancakes']","['milk', 'vegetable oil', 'sugar', 'egg', 'flour', 'baking powder', 'baking soda']",7,8688,5,"These pancakes are so incredibly easy to parepare and so very, very tasty!! I have never had IHOP pancakes, so I am unable to make the comparison, but these little rascals are quite delicious!!  My attention was called to this recipe because it is made in the blender and I have never made pancake batter in a blender before, but it proved to work perfectly!!  This recipe makes a thin pancake, which I personally enjoy.  I served with real butter and real maple syrup for  great breakfast!!  Thank you for sharing this recipe!",tasty,350.1,27,50,21,14,19,13,Low Calory,40
50964,blueberry cake cupcakes,60,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'cupcakes', 'desserts', 'fruit', 'american', 'oven', 'finger-food', 'cakes', 'gifts', 'comfort-food', 'northeastern-united-states', 'taste-mood', 'equipment', 'presentation']",4,"['cream together butter and sugar , add eggs one at a time , add vanilla', 'in an other bowl sift dry ingredients , stir some of the flour mixture into the butter mixture , then stir in some of the milk , alternating flour and milk until everthing is combined - without overmixing', 'fold in blueberries gently', 'pour into greased & floured baking pan and bake at 350 for 25 minutes for muffins or 45-50 minutes for a loaf , dusting top with a little additional sugar before baking']","['butter', 'flour', 'sugar', 'eggs', 'vanilla', 'milk', 'baking soda', 'blueberries', 'salt']",9,27783,5,"Great recipe! There are loads of blueberry cake & muffin recipes, and this one is one of the most delicious I have ever tried.  I chose to make muffins and they puffed up so huge and lovely - so chock full of dark navy blue steaks of blueberries - really, I can see why she calls this ""Blue"" berry cake!  These looked just like coffeehouse muffins but tasted much better.  Note: Make sure you grease & flour the muffin tins very well - including the top of the pan, as the when making muffins, the tops grow over the sides a big (to create that great coffehouse look)and they can be tricky to remove.  I let mine cool 30 minutes before attempting to retireve them from the pan and then gently loosened the tops and sides with a butter knife.  One for the permanent recipe file at home for sure.",tasty,391.9,21,144,24,11,40,20,Low Calory,28
51058,granny s pancakes,20,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'pancakes-and-waffles', 'breakfast', 'eggs-dairy', 'american', 'southern-united-states', 'easy', 'grains', 'eggs', 'stove-top', 'dietary', 'high-calcium', 'comfort-food', 'high-in-something', 'pasta-rice-and-grains', 'taste-mood', 'equipment']",5,"['sift flour , baking powder , salt and sugar in a large bowl', 'mix in milk , egg , melted butter and vanilla until smooth', 'heat lightly oiled griddle over medium high heat', 'pour about 1 / 4 cup for each pancake', 'brown on both sides']","['all-purpose flour', 'baking powder', 'salt', 'sugar', 'milk', 'egg', 'butter', 'vanilla']",8,197244,5,"I love these pancakes - made them as waffles too and like them even better!!!  I did use all of the milk because I like a thinner consistency and they were perfect, wouldn't change a thing.  Thanks!!!",tasty,337.4,20,13,41,19,40,14,Low Calory,35
51171,cake decorating icing,10,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'low-protein', '5-ingredients-or-less', 'desserts', 'easy', 'cakes', 'dietary', 'low-sodium', 'cake-fillings-and-frostings', 'low-in-something', 'number-of-servings']",4,"['cream butter and shortening , and add vanilla', 'gradually add powdered sugar', 'add milk by the tbsp until icing is desired consistency', 'color with food coloring , or icing dye']","['butter', 'shortening', 'powdered sugar', 'milk', 'vanilla']",5,191533,5,"I cut this recipe in half and used it to decorate sugar cookie cut-outs. It made enough to split into four parts and dye each a different color. I put it into decorating bags and decorated 4 dozen cookies with about a 1/2 cup of icing left over. It didn't dry extremely hard, but enough that I can stack the cookies without them sticking.",tasty,3618.7,301,1880,34,3,423,160,High Calory,38
51306,nutella cheesecake,250,"['weeknight', 'time-to-make', 'course', 'preparation', '5-ingredients-or-less', 'desserts', 'easy', 'no-cook', 'refrigerator', 'cheesecake', 'equipment', 'technique']",4,"['in a large bowl , beat cream cheese and sugar until smooth', 'blend in nutella and vanilla', 'pour into crust', 'refrigerate until set , about 4 hours']","['cream cheese', 'sugar', 'nutella', 'vanilla extract', 'graham cracker crust']",5,42720,5,"This recipe is quick, easy, sinfully rich and delicious!  I will be making this alot for my two chocolate fans.",tasty,639.9,62,202,15,14,128,20,High Calory,37
51354,individual oreo cheesecake,40,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'for-large-groups', 'desserts', 'eggs-dairy', 'american', 'easy', 'beginner-cook', 'potluck', 'dinner-party', 'finger-food', 'kid-friendly', 'chocolate', 'cheesecake', 'dietary', 'comfort-food', 'taste-mood', 'to-go', 'number-of-servings', 'presentation']",9,"['line 24 cupcake tins with cupcake wrappers', 'place 1 oreo cookie at the bottom of each wrapper', 'mix cream cheese and sugar until well blended', 'add eggs one at a time and mix well', 'spoon cream cheese mixture into cupcakes', 'bake at 350 for 15-20 minutes', 'place in refrigerator for at least one hour to firm up', 'drizzle with melted chocolate', 'top with a spoonful of whipped cream']","['cream cheese', 'sugar', 'eggs', 'oreo cookies', 'chocolate chips', 'whipped cream']",6,52448,5,"This was soo quick and easy, besides that, they were very nice. I had some friends over for dinner, I made a meal for which I normally serve fruit as dessert, but knowing they are dessert freaks this seemed a good solution. I split the recipe in three, easy when you look at the ingredients. Had 5 mini cheese cakes which everbody loved!
I crushed the Oreo's and I added some vanilla extract.",tasty,192.6,20,51,6,6,33,5,Low Calory,11
51521,easiest black forest cake,75,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'low-protein', 'desserts', 'lunch', 'fruit', 'easy', 'potluck', 'dinner-party', 'holiday-event', 'kid-friendly', 'picnic', 'romantic', 'vegetarian', 'cakes', 'chocolate', 'dietary', 'christmas', 'hanukkah', 'new-years', 'comfort-food', 'independence-day', 'valentines-day', 'inexpensive', 'low-in-something', 'taste-mood', 'to-go', '4-hours-or-less']",7,"['mix cherry pie filling and almond extract', 'while cake is still warm , poke top all over with fork and spread the cherry filling mixture all over the top', 'when you prepare vanilla pudding , make it as directed on box , but add the vanilla extract to it with the milk', 'fold cool whip into pudding', 'spread pudding mixture over cake , covering the cherry pie filling', 'decorate with chocolate sprinkles and cherries', 'chill until serving time']","[""devil's food cake mix"", 'eggs', 'oil', 'water', 'cool whip', 'almond extract', 'vanilla extract', 'instant vanilla pudding', 'cherry pie filling', 'chocolate sprinkles', 'maraschino cherry']",11,63291,5,"This was absolutely delicious!  And extrememly easy and quick to put together.  The only thing I wasn't sure about was when to put the topping on.  It says to put the cherry filling on while warm but I wasn't sure about the pudding.  I waited until the cake had cooled to put the pudding on and it turned out great!

I took it to my inlaws for a family dinner.  Everybody raved over it.  My brother-in-law and sister-in-law were groaning because they were so full while heading for seconds of the cake.  My husband raved all the way home.

Great recipe Karen.  Thank you!

",tasty,425.8,28,129,23,9,33,20,Low Calory,10
51558,levana s orange poppy seed cake,79,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'for-large-groups', 'jewish-sephardi', 'desserts', 'fruit', 'asian', 'jewish-ashkenazi', 'middle-eastern', 'oven', 'european', 'dinner-party', 'heirloom-historical', 'holiday-event', 'kosher', 'cakes', 'dietary', 'christmas', 'hanukkah', 'thanksgiving', 'low-sodium', 'rosh-hashana', 'valentines-day', 'low-in-something', 'equipment', 'number-of-servings', '4-hours-or-less']",15,"['preheat the oven to 350 degrees f', 'to make the cake: in a large bowl , mix together the flour , baking powder , salt and orange zest', 'set aside', 'in an electric mixer , combine the eggs and sugar and beat until light and fluffy', 'add the oil and vanilla and beat until just combined', 'beginning and ending with the dry ingredients , add the flour mixture in thirds , alternating with the 3 / 4 cup orange juice', 'mix slightly after each addition , just to incorporate', 'add the poppy seeds and mix to incorporate the seeds into the batter', 'pour the batter into a greased 10-inch springform pan', 'bake for 1 hour , or until the point of a knife inserted into the center comes out clean', 'to make the syrup: while the cake is baking , place the syrup ingredients into a small saucepan and heat until thickened , about 3-4 minutes', 'when the cake is done , immediately unmold it from the springform pan', 'prick it all over with a skewer and brush the syrup all over the top and sides of the cake while it is still hot', 'the cake will absorb all the syrup', 'let the cake cool completely before serving']","['flour', 'baking powder', 'salt', 'orange zest', 'eggs', 'sugar', 'vegetable oil', 'vanilla extract', 'orange juice', 'poppy seed', 'margarine']",11,9580,5,"Mirj, kisses to Levana for such a great recipe!
The orange flavor coupled with the poppy seeds gave this cake its great flavor.

On a personal note:  Mirj, everytime I ""zest"" I think of you!",tasty,432.1,36,111,6,13,17,16,Low Calory,38
51615,ora s deep dark chocolate cake,45,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'desserts', 'jewish-ashkenazi', 'oven', 'easy', 'european', 'potluck', 'kid-friendly', 'kosher', 'cakes', 'chocolate', 'dietary', 'gifts', 'comfort-food', 'taste-mood', 'to-go', 'equipment']",12,"['heat oven to 350 degrees f', 'grease and flour two 9-inch round baking pans', 'in large bowl , stir together sugar , flour , cocoa , baking powder , baking soda , and salt', 'add eggs , milk , oil , and vanilla: beat on medium speed of electric mixer for 2 minutes', 'stir in water', 'pour batter evenly into prepared pans', 'bake 30-35 minutes or until wooden toothpick inserted in center comes out clean', 'cool 10 minutes', 'remove from pans to wire racks', 'cool completely', ""prepare ora's favorite frosting"", 'spread between layers and over top and sides of cake']","['sugar', 'all-purpose flour', 'cocoa', 'baking powder', 'baking soda', 'salt', 'eggs', 'milk', 'vegetable oil', 'vanilla extract', 'boiling water']",11,73611,4,"Very easy to make.  When I make this again, I will bake it in a bundt pan and I will cook longer.  The 35 minutes in the two round cake pans was not quite enough.",tasty,387.9,20,160,20,11,11,20,Low Calory,19
51739,cream cheese pound cake with strawberries and cream,120,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'desserts', 'fruit', 'oven', 'cakes', 'dietary', 'low-sodium', 'low-in-something', 'berries', 'strawberries', 'equipment', 'number-of-servings', '4-hours-or-less']",17,"['sprinkle sliced strawberries with 2 tablespoons sugar', 'cover and chill until ready to serve', 'beat butter and cream cheese at medium speed with an electric mixer until creamy', 'gradually add 2 1 / 2 cups sugar , beating well', 'add eggs , l at a time , beating until combined', 'stir in flour by hand just until moistened', 'stir in salt and vanilla', 'pour batter into a greased and floured 10-inch tube pan', 'bake at 300 for 1 hour and 50 minutes or until a wooden pick inserted in center comes out clean', 'cool in pan on a wire rack 10 to 15 minutes', 'remove from pan , and let cool completely on wire rack', 'cut into slices', 'beat whipping cream and 3 tablespoons sugar at high speed with an electric mixer until stiff peaks form', 'serve with cake', 'top with strawberry mixture , and drizzle with strawberry syrup', 'garnish , if desired', 'high-powered stand mixers can over beat some pound cakes , giving them a tough texture']","['fresh strawberries', 'sugar', 'butter', 'cream cheese', 'eggs', 'cake flour', 'salt', 'vanilla extract', 'whipping cream', 'strawberry syrup']",10,42062,5,"Wow Bev, this is yummy! My aunt brought me strawberry picking over the weekend and I made her this cake as a thank-you gift. She loved it! The cake was moist and smells SOOoo GOOD when baking! I bake about twice a year and never with much success, but this was really easy. Actually I don't even have an eletric mixer, but with the help of BF, the result was still good. Midway through baking I found the cake was already browned but the cake's not done yet (must be because I have  small oven), so I cover the pan with aluminum foil and continue baking. It wasn't a problem. I omitted the syrup because I don't have it and becuase the strawberries were already very sweet. Thank you again for this great recipe, I am so glad my aunt loved it! :D!!",tasty,7516.1,593,2358,116,197,1155,311,High Calory,45
51757,apple bundt cake,75,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'desserts', 'fruit', 'kid-friendly', 'cakes', 'dietary', 'infant-baby-friendly', 'toddler-friendly', 'apples', 'taste-mood', 'sweet', '4-hours-or-less']",7,"['preheat oven to 350 degrees f', 'mix apples , cinnamon and sugar , set aside', 'mix all the rest of the ingredients , mix well', 'grease bundt pan', 'add 1 / 3 of batter mixture to the pan', 'sprinkle half of the apple mixture over the batter then follow with 1 / 3 batter , and then add rest of apples and top with rest of batter', 'bake for 55- 60 minutes']","['apples', 'sugar', 'cinnamon', 'all-purpose flour', 'baking powder', 'salt', 'vegetable oil', 'orange juice', 'vanilla extract', 'eggs', 'walnuts', 'powdered sugar']",12,61192,5,"Tried this wonderful recipie today and i wasn't dissapointed when i tried it. A lovely moist cake, which looks great when you cut it, with those chunks of apple and cinnamon, my favourite spice. I left out the walnuts as my kids don't like nuts, a cake  i will be making again and again..thankyou for sharing it lvtobake
",tasty,511.8,40,149,8,13,17,21,High Calory,8
52089,blueberry banana happy face pancakes,15,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'pancakes-and-waffles', 'breads', 'breakfast', 'fruit', 'easy', 'kid-friendly', 'vegetarian', 'dietary', 'berries', 'blueberries', 'number-of-servings']",11,"['stir first four ingredients in medium bowl', 'make a well in the center', 'beat next four ingredients in a small bowl', 'add to well', 'stir until just moistened', 'if you are adding the blueberries to the batter , fold them in now', 'pour 1 / 4 cup into non-stick frying pan for each pancake', 'cook for about 30 seconds', 'i you did not add blueberries to batter , arrange blueberries on pancakes in a happy face', 'turn pancakes over when edges start to dry and bubbles break on the surface', 'cook until golden']","['flour', 'sugar', 'baking powder', 'salt', 'egg', 'banana', 'oil', 'milk', 'blueberries']",9,81610,5,This is definately a five star recipe.  Easy to make.  They are thick and they really do cook golden.  I made them for my sons birthday breakfast and he just loves them.  I prefer to top the pancakes with blueberries.,tasty,126.1,7,11,10,6,5,5,Low Calory,41
52104,excellent carrot cake,80,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'desserts', 'fruit', 'vegetables', 'american', 'oven', 'kid-friendly', 'cakes', 'dietary', 'comfort-food', 'tropical-fruit', 'pineapple', 'taste-mood', 'equipment', '4-hours-or-less']",21,"['combine first 5 ingredients', 'beat well', 'mix flour , soda , salt and cinnamon', 'add to creamed mixture', 'stir well', 'add carrots , walnuts , pineapple and coconut', 'stir well', 'pour batter into greased and floured 13x9 baking pan', 'bake at 350 for 55 minutes , or until pick comes out clean', 'buttermilk glaze: combine first 5 ingredients in large saucepan', 'bring to a boil', 'cook 4 minutes on medium heat', 'remove from heat', 'add vanilla', 'pour buttermilk glaze over warm cake', 'let cake cool', 'cream cheese frosting: mix cream cheese and butter', 'beat until smooth', 'gradually add sugar , beating until light and fluffy', 'stir in vanilla', 'spread cream cheese frosting on top of cooled cake']","['sugar', 'buttermilk', 'vegetable oil', 'eggs', 'vanilla', 'flour', 'baking soda', 'salt', 'cinnamon', 'carrots', 'walnuts', 'crushed pineapple', 'coconut', 'butter', 'light corn syrup', 'cream cheese', 'powdered sugar']",17,55882,5,"If I could give this 100 stars I would, This is by far one of the best you have come up with so far Inez!!It does take a little extra time but is WELL worth it!!",tasty,854.2,65,375,25,13,103,38,High Calory,23
52108,best cheesecake ever,150,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'desserts', 'eggs-dairy', 'oven', 'easy', 'refrigerator', 'dinner-party', 'fall', 'holiday-event', 'romantic', 'spring', 'summer', 'winter', 'easter', 'cheesecake', 'dietary', 'gifts', 'christmas', 'new-years', 'seasonal', 'comfort-food', 'independence-day', 'valentines-day', 'taste-mood', 'equipment', 'number-of-servings', '4-hours-or-less']",17,"['preheat oven to 375f', 'to make the crust: first you want to put your graham crackers in a bowl and crush them to death !', 'you want to have very fine pieces !', 'after this add 2 teaspoons of softened butter and 2 teaspoons of sugar and mix well', 'then add to the springform pan and smooth out over the bottom so that it is evenly distributed', 'your crust is now done !', 'as for the cake: add all cake ingredients except vanilla into a very large mixing bowl and mix until smooth then add your 2 teaspoons of vanilla', 'when all done mixing you want to very slowly pour the cake mix into your springform pan with the graham crackers so that you do not push your crust everywhere', 'pour it in the middle and let spread by itself', 'you want to fill the pan about 3 / 4 full maybe a little more but not to the top as it will overflow', 'then put the cheesecake into the oven and place a sheet of aluminum foil lightly on top as not to touch the cake and let cook for 45 minutes', 'then remove foil and cook an additional 5-15 minutes or until slightly darker yellow tinge becomes visible on the outside top edge', 'then turn off oven heat and let the cheesecake sit in the oven for 1 hour', 'after this you must remove the cake from the oven and refrigerate it for at least 1 day', 'i know this might be a tease but it will be worth the wait !', 'i promise', 'and just so you know ever since i created this evil cheesecake i now have to make it for everybody all the time so be warned']","['cream cheese', 'sugar', 'eggs', 'sour cream', 'vanilla', 'graham cracker', 'butter']",7,83593,5,delicious. I replaced sugar for equal (30 pac.) The Best cheesecake. Too good to be homemade,tasty,960.2,108,220,21,35,212,22,High Calory,24
52558,entenmann s pound cake,75,"['weeknight', 'time-to-make', 'course', 'preparation', 'occasion', 'desserts', 'oven', 'dinner-party', 'heirloom-historical', 'holiday-event', 'kid-friendly', 'kosher', 'cakes', 'dietary', 'gifts', 'christmas', 'hanukkah', 'rosh-hashana', 'valentines-day', 'equipment', '4-hours-or-less']",13,"['preheat the oven to 325 degrees f', 'spray an 8-1 / 2 inch pyrex loaf dish with pam', 'cream the butter with the powdered sugar on high speed of mixer for 5 minutes', 'add 1 egg and then a little flour , beating 2 minutes', 'add 2nd egg and half of remaining flour and beat 2 minutes', 'add 3rd egg , the rest of the flour and the extract , beating 2 minutes', 'spread thick and creamy batter evenly in prepared loaf dish', 'bake 65 minutes or until tester inserted into the center comes out clean', 'cool in the baking dish on a wire rack for 30 minutes', 'remove from the dish', 'slice into 1 / 2 inch thick slices', 'if you are going to be freezing the cake , be sure to slice before freezing the loaf', 'thaw to use within 6 months']","['butter', 'powdered sugar', 'eggs', 'flour', 'lemon extract']",5,9869,5,"This is simply scrummy, enjoyed by 8 women from work as our 'coffee' course to a pot luck dinner. The icing sugar was a surprise ingredient but gave the edges a tasty crispness.
Thanks Mirj!",tasty,356.6,30,94,7,8,60,13,Low Calory,31
52840,cocoa buttermilk cake,50,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'desserts', 'oven', 'cakes', 'chocolate', 'dietary', 'equipment']",20,"['preheat oven to 350 degrees', 'butter and line with parchment a 9 x 13 cake pan melt butter , stir in water and cocoa and whisk until smooth', 'set aside', 'sift together flour , sugar , salt and baking soda', 'in a separate bowl , whick together eggs , buttermilk and vanilla', 'add cocoa mixture and buttermilk mixture to dry ingredients', 'combine very well', 'pour into cake pan and bake until skewer comes out clean', 'cool for 20 minutes while making icing', 'icing: melt butter , add buttermilk and cocoa', 'whisk until smooth', 'put powdered sugar into a food processor', 'with motor running , pour cocoa mixture through feed tube', 'do not over process', 'put a platter over the cake pan , flip over so that the cake comes out onto the platter', 'remove parchment pour icing over the top of cake and spread evenly over cake to the edges using an offset spatula', 'do not worry if some goes over the sides', 'refrigerate cake for 2 hours', 'remove from refrigerator and with a serrated knife , trim all 4 sides of the cake about 1 / 4 inch', 'cut into pieces to serve']","['unsalted butter', 'water', 'unsweetened cocoa', 'sugar', 'flour', 'salt', 'baking soda', 'eggs', 'buttermilk', 'vanilla', 'cocoa', 'powdered sugar']",12,35140,5,"I was in need of ""baking therapy"" this morning, so I started with this.  The batter alone deserves 10 stars.  The cake is more like 15 stars.  Can't wait for my husband to get home and try it.  I'm sure he'll tell the kids his usual ""this cake has something wrong with it - no one should eat any of it - don't touch it kids"".",tasty,723.4,57,265,39,14,113,31,High Calory,48
52982,rich no bake cheesecake,35,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts', 'cheesecake']",14,"['mix all ingredients for crust , and press crumbs into bottom and up the sides of a 9 inch springform pan', 'bake at 350 for 5 minutes', 'let cool', 'dissolve jello in boiling water and chill until it thickens', 'in large mixing bowl , beat together cream cheese , sugar and vanilla until creamy', 'on low speed , beat the jello into cream cheese mixture', 'in separate small bowl , beat the whipping cream and 2 tbs sugar and fold into jello / cream cheese mixture', 'pour in crust and chill until set-about 1 1 / 2 hours', ""i don't know about using the unflavored gelatin and lemon juice"", 'i would imagine that if you keep the liquid in the same quantities , you should be fine', 'one packet of gelatin dissolved in 1 cup of boiling water-just make sure its all dissolved', 'i would start with 1 tbs of lemon juice and taste and go from there', 'you will also need to add a sweetner of some sort to balance the tartness of the lemon', 'b']","['graham cracker crumbs', 'sugar', 'butter', 'lemon jell-o gelatin', 'boiling water', 'cream cheese', 'vanilla', 'whipping cream']",8,63630,5,"Ok well I guess Ill be the first to comment.  This was really good.  I wasnt quite what size pan to use, so I used a premade graham cracker, it filled up 2 of them.  I also only had half a pint of whipping cream and it still turned out great.  The cheesecake kinda melts in your mouth.  I had a slice for breakfast today and now a slice for lunch!  Very yummy!",tasty,515.5,56,144,12,9,107,14,High Calory,18
